ALARM_NUMBER;SEVERITY;ALARM_TIME;CANCEL_STATE;CANCEL_TIME;NAME;CONSECUTIVE_NUMBER;ALARM_INSERTION_TIME;ALARM_UPDATE_TIME
7786;Major;07/09/2020 02:12;TRUE;07/09/2020 02:13;3G_ZG004;;;
7706;Major;07/09/2020 02:10;TRUE;07/09/2020 02:10;2G_KLK020;;;
7706;Major;07/09/2020 02:07;TRUE;07/09/2020 02:08;2G_KLK020;;;
7706;Major;07/09/2020 02:05;TRUE;07/09/2020 02:06;2G_KLK020;;;
7706;Major;07/09/2020 02:03;TRUE;07/09/2020 02:05;2G_KLK020;;;
7706;Major;07/09/2020 02:01;TRUE;07/09/2020 02:02;2G_KLK020;;;
7706;Major;07/09/2020 01:59;TRUE;07/09/2020 02:00;2G_KLK020;;;
7706;Major;07/09/2020 01:57;TRUE;07/09/2020 01:59;2G_KLK020;;;
7706;Major;07/09/2020 01:52;TRUE;07/09/2020 01:53;2G_KLK020;;;
7706;Major;07/09/2020 01:48;TRUE;07/09/2020 01:50;2G_KLK020;;;
7706;Major;07/09/2020 01:46;TRUE;07/09/2020 01:48;2G_KLK020;;;
7706;Major;07/09/2020 01:45;TRUE;07/09/2020 01:46;2G_KLK020;;;
7706;Major;07/09/2020 01:43;TRUE;07/09/2020 01:44;2G_KLK020;;;
7706;Major;07/09/2020 01:41;TRUE;07/09/2020 01:42;2G_KLK020;;;
7706;Major;07/09/2020 01:39;TRUE;07/09/2020 01:40;2G_KLK020;;;
7706;Major;07/09/2020 01:38;TRUE;07/09/2020 01:38;2G_KLK020;;;
7706;Major;07/09/2020 01:37;TRUE;07/09/2020 01:37;2G_KLK020;;;
7706;Major;07/09/2020 01:33;TRUE;07/09/2020 01:35;2G_KLK020;;;
7706;Major;07/09/2020 01:31;TRUE;07/09/2020 01:31;2G_KLK020;;;
7706;Major;07/09/2020 01:29;TRUE;07/09/2020 01:30;2G_KLK020;;;
7706;Major;07/09/2020 01:27;TRUE;07/09/2020 01:28;2G_KLK020;;;
